#,cycle,stopped,playmode,l_name,l_score,l_pen_score,r_name,r_score,r_pen_score,b_x,b_y,b_vx,b_vy,l1_t,l1_x,l1_y,l1_vx,l1_vy,l1_body,l1_neck,l1_vwidth,l1_stamina,l2_t,l2_x,l2_y,l2_vx,l2_vy,l2_body,l2_neck,l2_vwidth,l2_stamina,l3_t,l3_x,l3_y,l3_vx,l3_vy,l3_body,l3_neck,l3_vwidth,l3_stamina,l4_t,l4_x,l4_y,l4_vx,l4_vy,l4_body,l4_neck,l4_vwidth,l4_stamina,l5_t,l5_x,l5_y,l5_vx,l5_vy,l5_body,l5_neck,l5_vwidth,l5_stamina,l6_t,l6_x,l6_y,l6_vx,l6_vy,l6_body,l6_neck,l6_vwidth,l6_stamina,l7_t,l7_x,l7_y,l7_vx,l7_vy,l7_body,l7_neck,l7_vwidth,l7_stamina,l8_t,l8_x,l8_y,l8_vx,l8_vy,l8_body,l8_neck,l8_vwidth,l8_stamina,l9_t,l9_x,l9_y,l9_vx,l9_vy,l9_body,l9_neck,l9_vwidth,l9_stamina,l10_t,l10_x,l10_y,l10_vx,l10_vy,l10_body,l10_neck,l10_vwidth,l10_stamina,l11_t,l11_x,l11_y,l11_vx,l11_vy,l11_body,l11_neck,l11_vwidth,l11_stamina,r1_t,r1_x,r1_y,r1_vx,r1_vy,r1_body,r1_neck,r1_vwidth,r1_stamina,r2_t,r2_x,r2_y,r2_vx,r2_vy,r2_body,r2_neck,r2_vwidth,r2_stamina,r3_t,r3_x,r3_y,r3_vx,r3_vy,r3_body,r3_neck,r3_vwidth,r3_stamina,r4_t,r4_x,r4_y,r4_vx,r4_vy,r4_body,r4_neck,r4_vwidth,r4_stamina,r5_t,r5_x,r5_y,r5_vx,r5_vy,r5_body,r5_neck,r5_vwidth,r5_stamina,r6_t,r6_x,r6_y,r6_vx,r6_vy,r6_body,r6_neck,r6_vwidth,r6_stamina,r7_t,r7_x,r7_y,r7_vx,r7_vy,r7_body,r7_neck,r7_vwidth,r7_stamina,r8_t,r8_x,r8_y,r8_vx,r8_vy,r8_body,r8_neck,r8_vwidth,r8_stamina,r9_t,r9_x,r9_y,r9_vx,r9_vy,r9_body,r9_neck,r9_vwidth,r9_stamina,r10_t,r10_x,r10_y,r10_vx,r10_vy,r10_body,r10_neck,r10_vwidth,r10_stamina,r11_t,r11_x,r11_y,r11_vx,r11_vy,r11_body,r11_neck,r11_vwidth,r11_stamina
5626,5437,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,55.254,-0,120,8000,7,-36.3261,7.9604,0,0,159.361,-89,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,166.832,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.64,-90,120,8000,2,-31.593,6.008,0,0,170.048,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.11,-10,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.395,0.599,120,8000,4,-31.7305,31.0472,-0,0,-179.633,-0.057,60,7525.33,7,-0.7687,4.5367,0,0,-74.705,-0.837,60,8000,16,3.7688,4.5893,0,-0,-72.588,0.205,60,8000,10,-1.008,-19.8885,0,-0,-100.347,0.547,60,8000,2,-26.2347,34.3232,0,0,-128.007,90,60,8000,15,-16.6834,4.7521,0,-0,-108.694,-0.779,60,7860.29,11,-18.4232,-13.4434,0.2387,-0.2223,-48.082,90,60,5681.05,13,-30.404,28.3653,-0.0174,0.0277,-49.931,90,60,6011.99,9,-28.8804,26.807,-0,-0,87.783,0.273,60,7373.23,8,-36.3644,-14.3913,0.0002,-0.0047,158.835,0,60,6080.03
5627,5438,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.757,-50,120,8000,7,-36.3261,7.9604,0,0,159.917,-90,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.261,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,155.619,-89,120,8000,2,-31.593,6.008,0,0,170.048,-40,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.11,-90,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.388,0.599,120,8000,4,-31.7305,31.0472,-0,0,134.985,-0.057,60,7566.89,7,-0.7687,4.5367,0,0,-118.21,-0.837,60,8000,16,3.7688,4.5893,0,-0,-116.669,0.205,60,8000,10,-1.008,-19.8885,0,-0,-140.881,0.547,60,8000,2,-26.2347,34.3232,0,0,-128.007,18.537,60,8000,15,-16.6834,4.7521,0,-0,-148.561,-0.779,60,7906.93,11,-18.1385,-13.7455,0.1043,-0.1107,-48.082,28.279,60,5708.37,13,-30.0234,27.9457,0.1414,-0.1559,-49.931,90,60,5952.38,9,-28.8804,26.807,-0,-0,-102.2,-6.015,60,7422.59,8,-36.3642,-14.396,0.0001,-0.0017,119.926,0,60,6120.28
5628,5439,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.757,-0,120,8000,7,-36.3261,7.9604,0,0,158.962,-89,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.261,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.234,-90,120,8000,2,-31.593,6.008,0,0,170.441,-40,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.11,-11,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.388,0.599,120,8000,4,-31.7305,31.0472,-0,0,93.273,-0.057,60,7608.45,7,-0.7687,4.5367,0,0,-163.38,-0.837,60,8000,16,3.7688,4.5893,0,-0,-161.725,0.205,60,8000,10,-1.008,-19.8885,0,-0,177.22,0.547,60,8000,2,-26.2347,34.3232,0,0,-128.007,55.858,60,8000,15,-16.6834,4.7521,0,-0,168.626,-0.779,60,7953.57,11,-18.0301,-13.8512,0.0397,-0.0387,-89.245,0.279,60,5749.5,13,-29.7893,27.6321,0.087,-0.1165,-49.931,90,60,5962.35,9,-28.8804,26.807,-0,-0,-144.592,-0.015,60,7471.95,8,-36.3641,-14.3977,0,-0.0006,81.438,0,60,6160.53
5629,5440,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.863,-50,120,8000,7,-36.3261,7.9604,0,0,159.479,-90,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.261,-10,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.234,-89,120,8000,2,-31.593,6.008,0,0,169.501,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.646,-10,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.384,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.535,-0.057,60,7650.02,7,-0.7687,4.5367,0,0,135.275,-0.837,60,8000,16,3.7688,4.5893,0,-0,132.311,0.205,60,8000,10,-1.008,-19.8885,0,-0,112.324,11.797,60,8000,2,-26.2347,34.3232,0,0,-128.007,-21.642,60,8000,15,-16.6834,4.7521,0,-0,104.877,-0.779,60,8000,11,-17.9905,-13.8953,0.0145,-0.0161,-89.245,-88.219,60,5790.63,13,-29.5854,27.3811,0.0758,-0.0933,-49.931,90,60,5972.54,9,-28.8804,26.807,-0,-0,-144.592,83.326,60,7521.31,8,-36.2749,-13.8392,0.0333,0.2083,81.438,-2.977,60,6100.78
5630,5441,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.863,-50,120,8000,7,-36.3261,7.9604,0,0,159.479,-89,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.703,-10,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.821,-90,120,8000,2,-31.593,6.008,0,0,169.987,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.646,-10,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.384,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.535,-1.057,60,7691.58,7,-0.7687,4.5367,0,0,135.275,-3.837,60,8000,16,3.7688,4.5893,0,-0,132.311,3.205,60,8000,10,-1.008,-19.8885,0,-0,112.324,2.799,60,8000,2,-26.2347,34.3232,0,0,-128.007,18.922,60,8000,15,-16.6834,4.7521,0,-0,104.877,3.221,60,8000,11,-17.9759,-13.9115,0.0053,-0.0059,-89.245,70.022,60,5831.76,13,-29.4103,27.1502,0.0651,-0.0858,-49.931,90,60,5982.7,9,-28.8804,26.807,-0,-0,-144.592,44.311,60,7570.67,8,-36.3248,-14.0216,-0.0186,-0.068,81.438,-2.999,60,6041.03
5631,5442,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.971,50,120,8000,7,-36.3261,7.9604,0,0,160.035,-90,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.703,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,155.801,-89,120,8000,2,-31.593,6.008,0,0,169.987,-40,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-168.638,-90,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.375,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.535,-1.057,60,7733.14,7,-0.7687,4.5367,0,0,135.275,-3.837,60,8000,16,3.7688,4.5893,0,-0,132.311,3.205,60,8000,10,-1.008,-19.8885,0,-0,112.324,2.801,60,8000,2,-26.2347,34.3232,0,0,-128.007,56.284,60,8000,15,-16.6834,4.7521,0,-0,104.877,3.221,60,8000,11,-17.9708,-13.9168,0.0019,-0.0019,-89.245,90,60,5872.89,13,-29.3384,26.9611,-0.0068,0.0084,-49.931,90,60,5992.83,9,-28.7697,26.7698,0,0,-144.592,-33.439,60,7620.03,8,-36.4403,-14.4622,-0.0431,-0.1644,81.438,-2.996,60,5981.28
5632,5443,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.971,51,120,8000,7,-36.3261,7.9604,0,0,159.067,-89,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,166.74,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.383,-90,120,8000,2,-31.593,6.008,0,0,170.423,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.158,-90,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.375,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.535,-1.057,60,7774.7,7,-0.7687,4.5367,0,0,135.275,-3.837,60,8000,16,3.7688,4.5893,0,-0,132.311,3.205,60,8000,10,-1.008,-19.8885,0,-0,112.324,2.803,60,8000,2,-26.2347,34.3232,0,0,-128.007,-10.967,60,8000,15,-16.6834,4.7521,0,-0,104.877,3.221,60,8000,11,-17.969,-13.9188,0.0006,-0.0007,-89.245,-89.999,60,5914.02,13,-29.2968,26.8487,-0.004,0.0045,-49.931,90,60,6002.91,9,-28.7034,26.7599,-0,-0,-144.592,83.283,60,7669.39,8,-36.4851,-14.6274,-0.0167,-0.0616,81.438,-3.009,60,6021.53
5633,5444,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,55.347,-46,120,8000,7,-36.3261,7.9604,0,0,159.556,-90,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.253,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.383,-89,120,8000,2,-31.593,6.008,0,0,169.328,-39,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.158,-90,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.381,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.535,-1.057,60,7816.27,7,-0.7687,4.5367,0,0,135.275,-3.837,60,8000,16,3.7688,4.5893,0,-0,132.311,3.205,60,8000,10,-1.008,-19.8885,0,-0,112.324,2.805,60,8000,2,-26.2347,34.3232,0,0,-128.007,16.013,60,8000,15,-16.6834,4.7521,0,-0,104.877,3.221,60,8000,11,-17.9684,-13.9195,0.0002,-0.0003,-89.245,89.001,60,5955.15,13,-28.9885,26.3251,-0.0131,0.017,-49.931,1,60,5943.31,9,-28.6595,26.8269,0,0,-144.592,43.666,60,7718.76,8,-36.5069,-14.6905,-0.0081,-0.0235,81.438,-3.015,60,6061.78
5634,5445,0,"play_on","AEteam",0,0,"FRA-UNIted",2,0,-27.4801,31.6473,-0.9359,-2.2115,0,-44.3514,8.0921,-0,-0,-110.176,50,120,8000,7,-36.3261,7.9604,0,0,159.556,-90,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,17.549,50,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,44.75,34,120,8000,2,-31.593,6.008,0,0,15.236,69,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.158,-11,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.381,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.535,-1.057,60,7857.83,7,-0.7687,4.5367,0,0,135.275,-3.837,60,8000,16,3.7688,4.5893,0,-0,132.311,3.205,60,8000,10,-1.008,-19.8885,0,-0,112.324,2.806,60,8000,2,-26.2347,34.3232,0,0,-128.007,56.196,60,8000,15,-16.6834,4.7521,0,-0,104.877,3.221,60,8000,11,-17.9681,-13.9198,0.0001,-0.0001,99.587,-2.23,60,5996.28,13,-29.1747,26.6671,0.0048,-0.0134,-49.931,57.25,60,5883.7,9,-28.6017,26.8448,-0,-0,72.164,0.666,60,7768.12,8,-36.4572,-14.1599,0.0185,0.1979,81.438,-3.054,60,6002.03
5635,5446,0,"play_on","AEteam",0,0,"FRA-UNIted",2,0,-28.3778,29.5331,-0.8438,-1.9874,0,-44.5011,7.7606,-0.0599,-0.1326,-110.176,90,180,7981,7,-36.3261,7.9604,0,0,-25.022,86,120,8000,4,-35.9994,19.1621,0,0,-5.743,-90,60,8000,15,-35.6636,-6.8741,0.1697,0.0484,17.549,-54,180,7956.64,11,-37.5187,29.0967,0,0,-36.266,-76,60,8000,9,-35.7608,13.0757,0,0,-11.315,-90,60,8000,2,-31.593,6.008,0,0,-33.683,-81,120,8000,17,-31.7052,22.7107,0.0688,0.0555,154.301,67,60,7942.31,8,-18.2804,-7.716,-0,0,-140.721,-40,180,8000,13,-35.6141,28.6154,-0,0,34.572,-90,60,8000,10,-26.9282,14.9304,-0,-0,94.184,-90,60,8000,0,38.3837,-0.3886,-0,0,151.39,0.599,120,8000,4,-31.7305,31.0472,-0,0,-146.155,-2.522,60,7899.39,7,-1.1846,4.8922,-0.1792,0.1531,135.275,43.149,60,7947.52,16,3.7688,4.5893,0,-0,-171.914,-4.496,60,8000,10,-1.2717,-19.3581,-0.1097,0.2206,112.324,48.921,60,7942.89,2,-26.2347,34.3232,0,0,-86.177,0.196,60,8000,15,-16.6834,4.7521,0,-0,147.063,0.221,60,8000,11,-18.0384,-13.3531,-0.0257,0.2076,99.587,5.173,60,5937.4,13,-29.1996,26.622,-0.0002,0.0005,106.578,39.038,60,5924.1,9,-28.7883,27.0589,0.0098,-0.0083,72.164,90,60,7717.48,8,-36.4053,-13.4278,0.0194,0.2731,81.438,-9.81,60,5942.28
5636,5447,0,"play_on","AEteam",0,0,"FRA-UNIted",2,0,-29.1483,27.6086,-0.7242,-1.8091,0,-44.5633,7.633,-0.0249,-0.051,-132.167,90,180,8000,7,-35.8702,7.7465,0.1964,-0.0921,-25.022,-81,120,7957.52,4,-35.4092,19.0892,0.1783,-0.022,-5.743,59,60,7951.56,15,-35.4912,-6.824,0.0678,0.0197,33.346,44,180,8000,11,-37.1417,28.8229,0.1381,-0.1003,-36.266,26,60,7951.13,9,-35.3132,12.9852,0.2031,-0.0411,-11.315,78,60,7959.36,2,-31.3164,5.83,0.1172,-0.0754,-33.683,73,120,7978.3,17,-31.4436,22.9684,0.0924,0.0911,154.301,-89,60,7884.63,8,-18.535,-7.9239,-0.095,-0.0775,-140.721,-40,180,7980.25,13,-35.141,28.9401,0.1758,0.1207,34.572,-52,60,7940.39,10,-26.9394,15.5056,-0.0047,0.2393,94.184,7,60,7942.89,0,38.3837,-0.3886,-0,0,155.656,0.599,120,8000,4,-31.7305,31.0472,-0,0,-86.779,21.818,60,7940.95,7,-1.8134,5.4065,-0.2708,0.2215,135.275,90,60,7895.03,16,3.3388,4.5026,-0.1959,-0.0395,-171.914,70.489,60,7949.66,10,-1.6117,-18.5834,-0.1415,0.3223,112.324,23.421,60,7885.78,2,-26.2155,33.787,0.0081,-0.2273,-86.177,1.324,60,7945.28,15,-17.1264,5.0437,-0.1741,0.1146,147.063,90,60,7946.64,11,-18.1721,-12.5936,-0.049,0.2782,99.587,5.908,60,5878.53,13,-29.3466,27.1738,-0.0546,0.2051,106.578,65.653,60,5864.49,9,-28.7139,27.2332,0.0337,0.0791,72.164,-89.999,60,7726.84,8,-36.2976,-12.5559,0.0402,0.3252,81.438,-9.934,60,5882.53
5637,5448,0,"play_on","AEteam",0,0,"FRA-UNIted",2,0,-30.0448,28.0138,-0.8428,0.3809,0,-44.9498,7.1955,-0.1546,-0.175,-132.167,90,180,7955,7,-35.1708,7.4416,0.3012,-0.1313,-25.022,90,120,7915.03,4,-34.65,19.0079,0.2293,-0.0246,-5.743,60,60,7903.13,15,-35.0716,-6.5216,0.1649,0.1188,33.346,46,180,7956.64,11,-36.5898,28.4405,0.2022,-0.14,-36.266,15,60,7902.26,9,-35.1018,12.9475,0.096,-0.0171,9.322,57,60,8000,2,-31.1932,5.7616,0.0522,-0.029,-3.794,-90,120,8000,17,-31.349,23.0478,0.0334,0.0281,71.645,-3,60,7926.94,8,-19.0793,-8.3738,-0.203,-0.1678,-140.721,89,120,7920.5,13,-34.4421,29.3714,0.2597,0.1603,34.572,-72,60,7880.79,10,-26.9531,16.3153,-0.0057,0.3368,94.184,13,60,7885.78,0,38.3837,-0.3886,-0,0,155.65,0.599,120,8000,4,-31.7343,30.3888,-0.0011,-0.1989,-86.779,18.397,60,7882.52,7,-2.403,6.0477,-0.2539,0.2762,135.275,-0.433,60,7842.55,16,2.6967,4.4246,-0.2925,-0.0355,-171.914,-20.911,60,7899.33,10,-1.7408,-18.2557,-0.0537,0.1363,134.413,-13.607,60,7928.67,2,-26.1148,33.0333,0.0427,-0.3195,-86.177,-33.426,60,7890.56,15,-17.7518,5.439,-0.2458,0.1553,147.063,-28.762,60,7893.28,11,-18.2366,-12.3117,-0.0236,0.1033,128.582,0.908,60,5919.66,13,-29.4174,27.3796,-0.0263,0.0765,106.578,28.18,60,5904.89,9,-28.682,27.3075,0.0145,0.0337,72.164,17.731,60,7776.2,8,-36.1643,-11.6441,0.0497,0.3401,81.438,-11.141,60,5822.79
5638,5449,0,"play_on","AEteam",0,0,"FRA-UNIted",2,0,-30.0068,27.6271,0.0357,-0.3635,0,-45.4667,6.598,-0.2068,-0.239,-132.167,90,180,7910,7,-34.856,7.3155,0.1356,-0.0543,-87.851,-61,120,7962.55,4,-34.4125,18.9741,0.0717,-0.0102,-93.566,-60,60,7944.69,15,-34.9141,-6.3942,0.0619,0.0501,61.333,-54,120,8000,11,-35.9666,27.9859,0.2283,-0.1665,-36.266,41,60,7853.39,9,-34.5648,12.9768,0.2437,0.0133,9.322,67,60,7959.36,2,-31.1406,5.7325,0.0223,-0.0123,-36.266,90,120,8000,17,-31.1326,23.637,0.0765,0.2082,71.645,16,60,7869.26,8,-19.7248,-8.8809,-0.2408,-0.1892,-140.721,-89,120,7860.75,13,-34.187,29.5383,0.0948,0.062,-49.656,23,60,7921.18,10,-26.9712,17.1488,-0.0076,0.3467,94.184,15,60,7828.67,0,38.3837,-0.3886,-0,0,156.606,0.599,120,8000,4,-31.4404,29.6793,0.0888,-0.2143,-86.779,43.666,60,7824.08,7,-3.0674,6.7227,-0.2862,0.2907,135.275,6.766,60,7790.07,16,1.9593,4.3757,-0.336,-0.0223,-171.914,22.454,60,7848.99,10,-2.2874,-17.7297,-0.2274,0.2188,134.413,-12.756,60,7871.56,2,-26.0951,32.1517,0.0084,-0.3738,-86.177,1.055,60,7835.84,15,-18.4444,5.9135,-0.2722,0.1865,147.063,-0.762,60,7839.92,11,-18.6115,-11.8616,-0.1373,0.1649,128.582,-22.447,60,5860.79,13,-29.4401,27.4563,-0.0084,0.0285,106.578,90,60,5945.28,9,-28.6702,27.3389,0.0053,0.0143,-147.013,35.143,60,7825.56,8,-36.1157,-11.3084,0.0181,0.1252,3.816,72.688,60,5863.04
5639,5450,0,"play_on","AEteam",0,0,"FRA-UNIted",2,0,-29.9776,27.2634,0.0275,-0.3419,0,-46.0973,5.9713,-0.2522,-0.2507,-132.167,90,180,7865,7,-34.72,7.2524,0.0586,-0.0272,169.878,-90,120,8000,4,-34.3405,18.9637,0.0217,-0.0031,-120.987,-90,60,7986.25,15,-34.6127,-5.9001,0.1185,0.1942,61.333,38,120,7956.64,11,-35.7311,27.826,0.0863,-0.0586,-57.968,51,60,7894.51,9,-34.3203,12.9891,0.1109,0.0056,-54.968,90,180,8000,2,-30.8455,5.5443,0.1251,-0.0798,-36.266,-90,120,7978.3,17,-30.8949,24.3605,0.084,0.2557,71.645,1,60,7811.57,8,-20.2951,-9.2722,-0.2127,-0.146,-140.721,89,120,7831.36,13,-33.9753,29.1454,0.0787,-0.146,-49.656,25,60,7861.58,10,-26.9925,18.009,-0.0089,0.3579,94.184,14,60,7771.56,0,38.3837,-0.3886,-0,0,156.603,0.599,120,8000,4,-31.4431,29.8948,-0.0008,0.0651,-86.779,25.916,60,7765.64,7,-3.7988,7.3613,-0.315,0.2751,135.275,6.975,60,7737.59,16,1.1809,4.2808,-0.3546,-0.0432,-171.914,72.756,60,7798.66,10,-2.9309,-17.1523,-0.2677,0.2402,134.413,-13.028,60,7814.45,2,-26.0677,31.3047,0.0116,-0.3591,-86.177,-45.57,60,7781.12,15,-18.7162,6.0982,-0.1068,0.0726,-169.336,-76.558,60,7886.56,11,-19.1469,-11.3269,-0.1961,0.1959,128.582,-22.949,60,5801.92,13,-29.4483,27.4843,-0.003,0.0104,-172.509,-89.999,60,5985.67,9,-28.6644,27.3545,0.0026,0.0071,-70.565,-78.607,60,7874.92,8,-35.4918,-11.1988,0.2327,0.0409,3.816,78.481,60,5803.29
5640,5451,0,"play_on","AEteam",0,0,"FRA-UNIted",2,0,-29.9554,26.9137,0.0208,-0.3287,0,-46.747,5.3728,-0.2599,-0.2394,-132.167,90,180,7827.6,7,-34.8828,7.2593,-0.0701,0.003,169.878,39,120,8000,4,-34.3194,18.9601,0.0064,-0.0011,59.102,-5,60,8000,15,-34.4875,-5.7235,0.0492,0.0694,95.516,-89,120,8000,11,-35.3801,27.3474,0.1286,-0.1753,-57.968,53,60,7845.64,9,-34.0036,12.7398,0.1437,-0.1131,-54.968,90,180,7990.13,2,-30.7227,5.4578,0.0521,-0.0367,-134.035,-90,120,8000,17,-30.634,25.1662,0.0922,0.2848,71.645,-3,60,7753.88,8,-20.5699,-9.4566,-0.1025,-0.0688,-140.721,-89,120,7861.06,13,-33.9022,29.0137,0.0272,-0.0489,0.511,-31,60,7901.97,10,-27.0667,18.9574,-0.0309,0.3945,94.184,16,60,7714.45,0,38.3837,-0.3886,-0,0,157.694,0.599,120,8000,4,-31.3148,29.3592,0.0388,-0.1618,-86.779,25.839,60,7707.2,7,-4.5757,8.0804,-0.3346,0.3097,135.275,8.615,60,7685.1,16,0.3755,4.1992,-0.3669,-0.0372,-171.914,-46.309,60,7748.32,10,-3.6034,-16.5278,-0.2798,0.2598,134.413,-33.778,60,7757.34,2,-26.0697,30.955,-0.0008,-0.1482,-21.16,-90,60,7826.4,15,-19.3362,6.0522,-0.2437,-0.0181,-169.336,-73.553,60,7833.2,11,-19.6624,-10.6756,-0.1888,0.2386,128.582,-23.445,60,5743.05,13,-30.0313,27.4714,-0.2167,-0.0048,-172.509,-47.79,60,5926.07,9,-28.6222,26.8868,0.0192,-0.2122,-70.565,-90,60,7824.28,8,-34.7076,-11.089,0.2925,0.041,3.816,79.626,60,5743.54
