#,cycle,stopped,playmode,l_name,l_score,l_pen_score,r_name,r_score,r_pen_score,b_x,b_y,b_vx,b_vy,l1_t,l1_x,l1_y,l1_vx,l1_vy,l1_body,l1_neck,l1_vwidth,l1_stamina,l2_t,l2_x,l2_y,l2_vx,l2_vy,l2_body,l2_neck,l2_vwidth,l2_stamina,l3_t,l3_x,l3_y,l3_vx,l3_vy,l3_body,l3_neck,l3_vwidth,l3_stamina,l4_t,l4_x,l4_y,l4_vx,l4_vy,l4_body,l4_neck,l4_vwidth,l4_stamina,l5_t,l5_x,l5_y,l5_vx,l5_vy,l5_body,l5_neck,l5_vwidth,l5_stamina,l6_t,l6_x,l6_y,l6_vx,l6_vy,l6_body,l6_neck,l6_vwidth,l6_stamina,l7_t,l7_x,l7_y,l7_vx,l7_vy,l7_body,l7_neck,l7_vwidth,l7_stamina,l8_t,l8_x,l8_y,l8_vx,l8_vy,l8_body,l8_neck,l8_vwidth,l8_stamina,l9_t,l9_x,l9_y,l9_vx,l9_vy,l9_body,l9_neck,l9_vwidth,l9_stamina,l10_t,l10_x,l10_y,l10_vx,l10_vy,l10_body,l10_neck,l10_vwidth,l10_stamina,l11_t,l11_x,l11_y,l11_vx,l11_vy,l11_body,l11_neck,l11_vwidth,l11_stamina,r1_t,r1_x,r1_y,r1_vx,r1_vy,r1_body,r1_neck,r1_vwidth,r1_stamina,r2_t,r2_x,r2_y,r2_vx,r2_vy,r2_body,r2_neck,r2_vwidth,r2_stamina,r3_t,r3_x,r3_y,r3_vx,r3_vy,r3_body,r3_neck,r3_vwidth,r3_stamina,r4_t,r4_x,r4_y,r4_vx,r4_vy,r4_body,r4_neck,r4_vwidth,r4_stamina,r5_t,r5_x,r5_y,r5_vx,r5_vy,r5_body,r5_neck,r5_vwidth,r5_stamina,r6_t,r6_x,r6_y,r6_vx,r6_vy,r6_body,r6_neck,r6_vwidth,r6_stamina,r7_t,r7_x,r7_y,r7_vx,r7_vy,r7_body,r7_neck,r7_vwidth,r7_stamina,r8_t,r8_x,r8_y,r8_vx,r8_vy,r8_body,r8_neck,r8_vwidth,r8_stamina,r9_t,r9_x,r9_y,r9_vx,r9_vy,r9_body,r9_neck,r9_vwidth,r9_stamina,r10_t,r10_x,r10_y,r10_vx,r10_vy,r10_body,r10_neck,r10_vwidth,r10_stamina,r11_t,r11_x,r11_y,r11_vx,r11_vy,r11_body,r11_neck,r11_vwidth,r11_stamina
5610,5421,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,55.995,-50,120,8000,7,-36.3261,7.9604,0,0,159.669,-90,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.244,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.71,-90,120,8000,2,-31.593,6.008,0,0,170.423,-40,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.043,-11,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,7834.3,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.396,0.599,120,8000,4,-31.7305,31.0472,-0,0,-94.007,-0.057,60,6860.33,7,-0.7687,4.5367,0,0,2.394,-0.837,60,7282.68,16,3.7688,4.5893,0,-0,1.417,0.205,60,8000,10,-1.0093,-19.888,0.0008,-0.0003,-14.787,0.525,60,8000,2,-26.2347,34.3232,0,0,-128.007,56.191,60,8000,15,-16.6834,4.7521,0,-0,-21.711,0.455,60,7114.04,11,-23.8164,-7.8477,0.1709,-0.1419,-48.082,89.629,60,5956.86,13,-29.8054,26.7918,-0.0088,0.0086,-48.208,90,60,5986.31,9,-29.2054,26.7926,-0,-0,129.315,-0.361,60,6583.44,8,-35.6274,-11.0858,0.0013,0.0112,-135.433,89.433,60,6050.76
5611,5422,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.431,50,120,8000,7,-36.3261,7.9604,0,0,160.047,-90,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.244,-10,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,155.71,-89,120,8000,2,-31.593,6.008,0,0,169.388,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.549,-10,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,7874.69,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.399,0.599,120,8000,4,-31.7305,31.0472,-0,0,-139.209,-0.057,60,6901.89,7,-0.7687,4.5367,0,-0,-43.347,-0.837,60,7330.2,16,3.7688,4.5893,0,-0,-40,0.205,60,8000,10,-1.0085,-19.8883,0.0003,-0.0001,-60.157,0.525,60,8000,2,-26.2347,34.3232,0,0,-128.007,11.441,60,8000,15,-16.6834,4.7521,0,-0,-67.004,0.455,60,7160.68,11,-23.5874,-8.0447,0.0839,-0.0722,-48.082,34.379,60,5980.87,13,-29.8145,26.7995,-0.0034,0.0029,127.207,-52.685,60,6026.7,9,-29.2054,26.7926,-0,-0,85.117,-0.361,60,6632.81,8,-35.6263,-11.0735,0.0004,0.0046,-106.338,90,60,6091.01
5612,5423,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.431,1,120,8000,7,-36.3261,7.9604,0,0,159.117,-89,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.752,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.413,-90,120,8000,2,-31.593,6.008,0,0,169.874,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.549,-90,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,7915.09,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.399,0.599,120,8000,4,-31.7305,31.0472,-0,0,178.28,-0.057,60,6943.45,7,-0.7687,4.5367,0,-0,-84.484,-0.837,60,7377.72,16,3.7688,4.5893,0,-0,-85.747,0.205,60,8000,10,-1.0082,-19.8884,0.0001,-0,-100.056,0.525,60,8000,2,-26.2347,34.3232,0,0,-128.007,-10.809,60,8000,15,-16.6834,4.7521,0,-0,-107.801,0.455,60,7207.32,11,-23.4316,-8.187,0.0571,-0.0521,-48.082,-89.621,60,6004.8,13,-30.076,27.2837,-0.0972,0.18,127.207,-64.916,60,5967.1,9,-29.2054,26.7926,-0,-0,-95.568,-3.683,60,6682.17,8,-35.8309,-11.6133,-0.0763,-0.2013,-106.338,90,60,6031.26
5613,5424,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,55.87,51,120,8000,7,-36.3261,7.9604,0,0,159.594,-90,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.752,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.413,-89,120,8000,2,-31.593,6.008,0,0,169.874,-40,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-168.642,-11,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,7955.48,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.416,0.599,120,8000,4,-31.7305,31.0472,-0,0,135.133,-0.057,60,6985.01,7,-0.7687,4.5367,0,-0,-126.227,-0.837,60,7425.23,16,3.7688,4.5893,0,-0,-128.125,0.205,60,8000,10,-1.008,-19.8884,0.0001,-0,-143.987,0.525,60,8000,2,-26.2347,34.3232,0,0,-128.007,55.441,60,8000,15,-16.6834,4.7521,0,-0,-150.839,0.455,60,7253.96,11,-22.9723,-8.6662,0.1683,-0.1755,-48.082,89.379,60,5945.93,13,-30.1685,27.4658,-0.0344,0.0677,29.977,30.574,60,6007.49,9,-29.2054,26.7926,-0,-0,-140.853,-0.683,60,6731.53,8,-36.0029,-12.4128,-0.0641,-0.2982,-106.338,-77.75,60,5971.52
5614,5425,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,55.87,1,120,8000,7,-36.3261,7.9604,0,0,159.594,-90,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,166.844,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,157.015,-90,120,8000,2,-31.593,6.008,0,0,170.276,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.128,-10,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,7995.88,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.416,0.599,120,8000,4,-31.7305,31.0472,-0,0,87.858,-0.057,60,7026.58,7,-0.7687,4.5367,0,-0,-169.403,-0.837,60,7472.75,16,3.7688,4.5893,0,-0,-171.496,0.205,60,8000,10,-1.008,-19.8884,0,-0,176.324,0.525,60,8000,2,-26.2347,34.3232,0,0,-128.007,11.691,60,8000,15,-16.6834,4.7521,0,-0,162.103,0.455,60,7300.6,11,-22.7424,-8.9122,0.0842,-0.0901,-48.082,45.379,60,5970.21,13,-30.2054,27.5309,-0.0137,0.0242,-38.408,90,60,6047.89,9,-29.2054,26.7926,-0,-0,176.503,-0.683,60,6780.89,8,-36.0826,-12.7982,-0.0297,-0.1437,-106.338,89.25,60,5997.02
5615,5426,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,55.957,51,120,8000,7,-36.3261,7.9604,0,0,159.962,-90,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.359,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,155.948,-89,120,8000,2,-31.593,6.008,0,0,169.186,-39,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.128,-10,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.403,0.599,120,8000,4,-31.7305,31.0472,-0,0,22.833,-0.057,60,7068.14,7,-0.7687,4.5367,0,0,134.261,-0.837,60,7520.27,16,3.7688,4.5893,0,-0,139.763,0.205,60,8000,10,-1.008,-19.8885,0,-0,112.647,11.775,60,8000,2,-26.2347,34.3232,0,0,-128.007,-10.559,60,8000,15,-16.6834,4.7521,0,-0,112.307,0.455,60,7347.24,11,-22.604,-9.0767,0.0507,-0.0603,-48.082,90,60,5994.52,13,-29.7854,27.19,0.1561,-0.1267,-38.408,90,60,5988.28,9,-29.2054,26.7926,-0,-0,66.472,-0.683,60,6830.25,8,-36.1222,-12.9453,-0.0148,-0.0549,-106.338,-89.75,60,6037.27
5616,5427,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,55.957,51,120,8000,7,-36.3261,7.9604,0,0,158.999,-89,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.359,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.606,-90,120,8000,2,-31.593,6.008,0,0,169.744,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.128,-90,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.403,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.268,-0.057,60,7109.7,7,-0.7687,4.5367,0,0,134.261,-2.837,60,7567.79,16,3.7688,4.5893,0,-0,135.842,0.205,60,8000,10,-1.008,-19.8885,0,-0,112.647,-10.475,60,8000,2,-26.2347,34.3232,0,0,-128.007,54.847,60,8000,15,-16.6834,4.7521,0,-0,112.307,-3.545,60,7393.88,11,-22.492,-9.1989,0.041,-0.0448,-48.082,-89.999,60,6018.81,13,-29.6285,27.0061,-0.01,0.0089,-38.408,90,60,5998.38,9,-29.0929,26.7358,0,0,-98.666,-5.087,60,6879.61,8,-36.2778,-13.5589,-0.058,-0.2289,-106.338,89.25,60,5977.52
5617,5428,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,55.403,-49,120,8000,7,-36.3261,7.9604,0,0,159.538,-90,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,166.33,-89,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,155.549,-89,120,8000,2,-31.593,6.008,0,0,169.744,-40,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.589,-90,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.4,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.268,-1.057,60,7151.26,7,-0.7687,4.5367,0,0,134.261,-2.837,60,7615.3,16,3.7688,4.5893,0,-0,135.842,0.205,60,8000,10,-1.008,-19.8885,0,-0,112.647,2.53,60,8000,2,-26.2347,34.3232,0,0,-128.007,12.097,60,8000,15,-16.6834,4.7521,0,-0,141.975,-32.779,60,7440.52,11,-22.0594,-9.554,0.1584,-0.1301,-48.082,44.001,60,5959.94,13,-29.5727,26.9351,-0.0048,0.0038,-38.408,90,60,6008.45,9,-29.0186,26.7049,-0,-0,79.417,-0.087,60,6928.97,8,-36.3377,-13.8005,-0.0223,-0.0901,-106.338,-89.75,60,6017.77
5618,5429,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,55.403,-0,120,8000,7,-36.3261,7.9604,0,0,159.538,-90,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,166.857,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.151,-90,120,8000,2,-31.593,6.008,0,0,170.16,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.589,-90,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.4,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.268,-1.057,60,7192.83,7,-0.7687,4.5367,0,0,134.261,-2.837,60,7662.82,16,3.7688,4.5893,0,-0,135.842,0.205,60,8000,10,-1.008,-19.8885,0,-0,112.647,2.535,60,8000,2,-26.2347,34.3232,0,0,-128.007,-11.153,60,8000,15,-16.6834,4.7521,0,-0,110.029,-0.779,60,7487.16,11,-21.8464,-9.7571,0.078,-0.0744,-48.082,90,60,5984.62,13,-29.3636,26.4469,-0.0128,0.0144,-38.408,90,60,5948.85,9,-28.883,26.8062,0,0,-95.97,35.713,60,6978.34,8,-36.4958,-14.4427,-0.059,-0.2395,-106.338,89.25,60,5958.02
5619,5430,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.752,-50,120,8000,7,-36.3261,7.9604,0,0,159.945,-90,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,166.857,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.151,-89,120,8000,2,-31.593,6.008,0,0,169.2,-39,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-168.564,-11,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.401,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.268,-1.057,60,7234.39,7,-0.7687,4.5367,0,0,134.261,-2.837,60,7710.34,16,3.7688,4.5893,0,-0,135.842,0.205,60,8000,10,-1.008,-19.8885,0,-0,112.647,2.539,60,8000,2,-26.2347,34.3232,0,0,-128.007,56.097,60,8000,15,-16.6834,4.7521,0,-0,110.029,-1.779,60,7533.81,11,-21.7181,-9.8989,0.047,-0.0519,-48.082,-89.999,60,6009.26,13,-29.3753,26.4607,-0.0044,0.0051,109.496,-52.079,60,5989.24,9,-28.883,26.8062,0,0,53.671,0.713,60,7027.7,8,-36.553,-14.6796,-0.0213,-0.0884,169.232,-88.974,60,5998.27
5620,5431,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.752,-0,120,8000,7,-36.3261,7.9604,0,0,158.974,-89,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,166.857,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.734,-90,120,8000,2,-31.593,6.008,0,0,169.684,-40,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.059,-10,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.401,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.268,-1.057,60,7275.95,7,-0.7687,4.5367,0,0,134.261,-2.837,60,7757.85,16,3.7688,4.5893,0,-0,135.842,0.205,60,8000,10,-1.008,-19.8885,0,-0,112.647,2.543,60,8000,2,-26.2347,34.3232,0,0,-128.007,11.347,60,8000,15,-16.6834,4.7521,0,-0,110.029,-1.779,60,7580.45,11,-21.3222,-10.3719,0.145,-0.1733,-48.082,44.001,60,5950.39,13,-29.4557,26.6369,0.0029,-0.0066,109.496,-40.883,60,5999.65,9,-28.8804,26.807,-0,-0,-100.08,-2.033,60,7077.06,8,-36.5741,-14.7664,-0.0078,-0.0324,77.511,1.851,60,6038.52
5621,5432,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.848,-50,120,8000,7,-36.3261,7.9604,0,0,159.537,-90,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.31,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,155.733,-89,120,8000,2,-31.593,6.008,0,0,169.684,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.059,-10,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.393,0.599,120,8000,4,-31.7305,31.0472,-0,0,30.268,-1.057,60,7317.52,7,-0.7687,4.5367,0,0,134.261,-2.837,60,7805.37,16,3.7688,4.5893,0,-0,135.842,0.205,60,8000,10,-1.008,-19.8885,0,-0,112.647,2.547,60,8000,2,-26.2347,34.3232,0,0,-128.007,-10.903,60,8000,15,-16.6834,4.7521,0,-0,110.029,-1.779,60,7627.09,11,-21.1298,-10.5904,0.0705,-0.08,-48.082,90,60,5975.4,13,-29.5113,26.7834,-0.0206,0.0545,109.496,-42.705,60,6010.02,9,-28.8804,26.807,-0,-0,69.625,-0.033,60,7126.42,8,-36.4194,-14.2258,0.0577,0.2016,77.511,0.848,60,5978.78
5622,5433,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.848,-50,120,8000,7,-36.3261,7.9604,0,0,159.537,-90,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,167.31,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.335,-90,120,8000,2,-31.593,6.008,0,0,170.081,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.059,-90,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.393,0.599,120,8000,4,-31.7305,31.0472,-0,0,-11.804,-0.057,60,7359.08,7,-0.7687,4.5367,0,0,94.822,-0.837,60,7852.89,16,3.7688,4.5893,0,-0,96.248,0.205,60,8000,10,-1.008,-19.8885,0,-0,70.035,0.547,60,8000,2,-26.2347,34.3232,0,0,-128.007,55.409,60,8000,15,-16.6834,4.7521,0,-0,67.816,-0.779,60,7673.73,11,-20.7352,-11.0663,0.1445,-0.1743,-48.082,-89.999,60,5916.53,13,-29.803,27.3037,-0.1084,0.1934,109.496,-46.19,60,5950.41,9,-28.8804,26.807,-0,-0,-101.255,35.273,60,7175.78,8,-36.3742,-14.0239,0.0168,0.0753,31.878,0.848,60,6019.03
5623,5434,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.95,50,120,8000,7,-36.3261,7.9604,0,0,159.933,-90,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,166.276,-89,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.335,-89,120,8000,2,-31.593,6.008,0,0,170.081,-40,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.575,-90,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,-0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.395,0.599,120,8000,4,-31.7305,31.0472,-0,0,-56.658,-0.057,60,7400.64,7,-0.7687,4.5367,0,0,55.468,-0.837,60,7900.41,16,3.7688,4.5893,0,-0,53.528,0.205,60,8000,10,-1.008,-19.8885,0,-0,28.982,0.547,60,8000,2,-26.2347,34.3232,0,0,-128.007,11.659,60,8000,15,-16.6834,4.7521,0,-0,26.329,-0.779,60,7720.37,11,-20.2352,-11.5735,0.1831,-0.1858,-48.082,-90,60,5857.66,13,-29.9231,27.5033,-0.0446,0.0742,124.242,-62.299,60,5990.81,9,-28.8804,26.807,-0,-0,-143.44,0.273,60,7225.14,8,-36.3713,-14.2604,0.0011,-0.0882,31.878,57.098,60,5959.28
5624,5435,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,56.95,51,120,8000,7,-36.3261,7.9604,0,0,158.864,-89,120,8000,4,-35.9994,19.1621,0,-0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,166.832,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,157.037,-90,120,8000,2,-31.593,6.008,0,0,170.554,-40,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-169.575,-90,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.395,0.599,120,8000,4,-31.7305,31.0472,-0,0,-95.61,-0.057,60,7442.2,7,-0.7687,4.5367,0,0,9.61,-0.837,60,7947.92,16,3.7688,4.5893,0,-0,10.9,0.205,60,8000,10,-1.008,-19.8885,0,-0,-11.228,0.547,60,8000,2,-26.2347,34.3232,0,0,-128.007,-10.591,60,8000,15,-16.6834,4.7521,0,-0,-20.792,-0.779,60,7767.01,11,-19.6741,-12.191,0.2056,-0.2262,-48.082,22.5,60,5798.79,13,-30.2408,28.0796,-0.1181,0.2142,124.242,-67.082,60,5931.2,9,-28.8804,26.807,-0,-0,170.618,0.273,60,7274.5,8,-36.3676,-14.347,0.0014,-0.0323,-110.287,90,60,5999.53
5625,5436,0,"kick_in_r","AEteam",0,0,"FRA-UNIted",2,0,-26.4845,34,0,0,0,-44.3514,8.0921,-0,-0,55.254,-49,120,8000,7,-36.3261,7.9604,0,0,159.361,-90,120,8000,4,-35.9994,19.1621,0,0,147.366,-90,60,8000,15,-36.0955,-6.9971,-0,0,166.832,-90,180,8000,11,-37.5187,29.0967,0,0,113.627,-90,60,8000,9,-35.7608,13.0757,0,0,156.005,-89,120,8000,2,-31.593,6.008,0,0,169.588,-90,120,8000,17,-31.8997,22.5536,0,0,154.301,-89,60,8000,8,-18.2804,-7.716,-0,0,-168.643,-11,180,8000,13,-35.6141,28.6154,-0,0,120.101,-90,60,8000,10,-26.9282,14.9304,-0,0,178.763,-90,60,8000,0,38.3837,-0.3886,-0,0,151.395,0.599,120,8000,4,-31.7305,31.0472,-0,0,-140.41,-0.057,60,7483.77,7,-0.7687,4.5367,0,0,-34.947,-0.837,60,7995.44,16,3.7688,4.5893,0,-0,-28.188,0.205,60,8000,10,-1.008,-19.8885,0,-0,-56.857,0.547,60,8000,2,-26.2347,34.3232,0,0,-128.007,55.659,60,8000,15,-16.6834,4.7521,0,-0,-64.023,-0.779,60,7813.65,11,-19.0748,-12.8366,0.2195,-0.2365,-48.082,83.032,60,5739.92,13,-30.3573,28.2907,-0.0433,0.0784,28.104,19.711,60,5971.6,9,-28.8804,26.807,-0,-0,129.273,0.273,60,7323.86,8,-36.3649,-14.3786,0.001,-0.0118,-154.776,0,60,6039.78
